StartDate,EndDate,Status,IPAddress,Progress,Durationinseconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q47,gramitem1,gramitem2,TipiDescriptionTime_FirstClick,TipiDescriptionTime_LastClick,TipiDescriptionTime_PageSubmit,TipiDescriptionTime_ClickCount,Tipi1,Tipi2,Tipi3,Tipi4,Tipi5,Tipi6,Tipi7,TIpi8,Tipi9,Tipi10,TipiResponseTime_FirstClick,TipiResponseTime_LastClick,TipiResponseTime_PageSubmit,TipiResponseTime_ClickCount,Articles#1,Articles#1Time_FirstClick,Articles#1Time_LastClick,Articles#1Time_PageSubmit,Articles#1Time_ClickCount,Articles#2,Articles#2Time_FirstClick,Articles#2Time_LastClick,Articles#2Time_PageSubmit,Articles#2Time_ClickCount,Articles#3,Articles#3Time_FirstClick,Articles#3Time_LastClick,Articles#3Time_PageSubmit,Articles#3Time_ClickCount,Articles#4,Articles#4Time_FirstClick,Articles#4Time_LastClick,Articles#4Time_PageSubmit,Articles#4Time_ClickCount,Articles#5,Articles#5Time_FirstClick,Articles#5Time_LastClick,Articles#5Time_PageSubmit,Articles#5Time_ClickCount,Articles#6,Articles#6Time_FirstClick,Articles#6Time_LastClick,Articles#6Time_PageSubmit,Articles#6Time_ClickCount,Articles#7,Articles#7Time_FirstClick,Articles#7Time_LastClick,Articles#7Time_PageSubmit,Articles#7Time_ClickCount,Articles#8,Articles#8Time_FirstClick,Articles#8Time_LastClick,Articles#8Time_PageSubmit,Articles#8Time_ClickCount,Articles#9,Articles#9Time_FirstClick,Articles#9Time_LastClick,Articles#9Time_PageSubmit,Articles#9Time_ClickCount,Articles#10,Articles#10Time_FirstClick,Articles#10Time_LastClick,Articles#10Time_PageSubmit,Articles#10Time_ClickCount,Age,Gender,ZDurationinseconds,rTIPI6,rTIPI2,rTIPI8,rTIPI4,Extrav,Agree,Consc,Open,Neur,PosSelection,NegSelection,NeuSelection,CompSelection,filter_$,xxduco
1/19/2023 12:36:41,1/19/2023 12:38:27,0,208.196.117.133,100,105,1,1/19/2023 12:38:27,R_3pott9kpdB7WZJW, , , , ,26.2462,-80.2652,anonymous,EN,.899999976158142,AO1IC51LRE67R,4,5,0,0,2.051,0,4,4,7,5,6,6,5,5,4,6,1.014,19.342,21.506,14,3,2.349,2.349,3.141,1,4,.005,.298,1.038,2,1,.005,2.017,2.415,5,2,.08,.303,.958,2,3,.467,1.355,1.751,3,1,.535,2.152,2.881,3,4,.539,.539,1.391,1,1,.189,.189,.826,1,1,.345,.345,1.514,1,1,.004,1.313,2.307,2,45,1,-.557946502977789,2,4,3,3,3,4.5,5,3.5,3.5,5,1,2,2,1,210
1/19/2023 12:53:39,1/19/2023 12:55:27,0,208.194.215.81,100,107,1,1/19/2023 12:55:27,R_1fZweGTs3kwSF0c, , , , ,39.587,-75.6112,anonymous,EN,.899999976158142,ATYWW6K7XN8XN,4,5,0,0,.87,0,5,5,6,5,5,6,6,6,4,5,0,0,9.155,0,3,0,0,.841,0,1,0,0,.817,0,4,0,0,1,0,3,0,0,1.029,0,1,0,0,1.058,0,3,0,0,.817,0,3,0,0,1.068,0,1,0,0,1.193,0,3,0,0,.781,0,3,0,0,.632,0,30,1,-.553796047312031,2,3,2,3,3.5,4.5,4,3.5,3.5,3,0,1,6,1,642
1/19/2023 12:59:07,1/19/2023 13:00:55,0,192.126.184.133,100,107,1,1/19/2023 13:00:55,R_3oT2wTXNBi7ZdGy, , , , ,47.63,-122.2972,anonymous,EN,.899999976158142,A29YXHN06CWTPW,4,5,0,0,2.679,0,7,5,5,6,5,7,4,4,5,5,2.741,34.398,36.277,12,2,1.364,1.364,2.212,1,1,.974,.974,1.778,1,4,.8,.8,1.999,1,4,.956,.956,1.9,1,3,.829,1.303,2.401,2,2,1.467,1.467,3.101,1,4,1.473,2.695,3.436,2,2,.99,.99,2.063,1,1,.873,.873,1.769,1,1,.894,.894,1.939,1,30,1,-.553796047312031,1,3,4,2,4,3.5,4.5,3.5,3.5,3,3,3,1,1,107
1/19/2023 14:42:51,1/19/2023 14:44:40,0,63.160.189.152,100,109,1,1/19/2023 14:44:41,R_1GODNFi5cACbQ6l, , , , ,34.0014,-84.0144,anonymous,EN,1,A17D6921MLIZ8H,4,5,0,0,1.634,0,5,5,7,5,5,4,5,4,6,4,1.662,23.909,25.751,11,2,1.428,1.428,2.146,1,1,.857,.857,1.456,1,1,.975,.975,1.701,1,1,1.116,1.116,1.87,1,3,1.76,1.76,2.616,1,2,.895,.895,1.525,1,4,1.258,1.258,1.967,1,2,.9,.9,3.69,1,1,.565,.565,2.181,1,1,.993,.993,1.736,1,25,1,-.549645591646272,4,3,4,3,4.5,4,5.5,4.5,4.5,5,3,1,1,1,109
1/19/2023 14:24:40,1/19/2023 14:26:30,0,208.194.204.68,100,110,1,1/19/2023 14:26:30,R_3JKupZUZ9aMupAM, , , , ,37.751,-97.822,anonymous,EN,1,A3SYYXAP9G317O,4,5,0,0,1.719,0,5,4,5,3,4,5,5,3,5,5,2.365,33.165,35.921,11,3,1.41,1.41,2.281,1,2,.769,.769,1.555,1,3,.712,.712,1.663,1,3,.736,.736,1.575,1,2,.659,.659,1.748,1,1,.758,.758,1.684,1,2,1.334,1.334,2.396,1,2,1.381,1.381,2.293,1,2,1.381,1.381,2.411,1,4,.904,.904,2.042,1,30,2,-.547570363813393,3,4,5,5,4,4.5,5,5,5,1,5,1,3,1,330
1/19/2023 12:14:32,1/19/2023 12:16:24,0,192.126.254.53,100,111,1,1/19/2023 12:16:25,R_Uro5TTqy0XddL33, , , , ,47.6784,-122.1857,anonymous,EN,.899999976158142,A2QS9PIWFTULPT,4,5,0,0,2.576,0,5,6,6,5,7,5,4,6,6,7,2.169,22.574,23.427,10,4,11.775,11.775,12.501,1,4,2.904,2.904,4.03,1,1,1.845,1.845,2.883,1,4,1.212,1.212,2.169,1,4,1.233,1.233,2.378,1,1,1.386,1.386,2.394,1,3,1.261,1.261,1.903,1,3,1.004,1.835,2.253,2,2,.829,.829,1.502,1,4,1.1,1.1,2.389,1,38,1,-.545495135980513,3,2,2,3,4,3,4,4.5,4.5,2,1,5,2,1,222
1/19/2023 13:38:47,1/19/2023 13:40:41,0,208.194.214.6,100,113,1,1/19/2023 13:40:41,R_tR0taEIeBVYhoMF, , , , ,39.587,-75.6112,anonymous,EN,1,AD9GLTOO86V5Z,4,5,0,0,1.526,0,3,4,3,4,2,1,4,4,3,3,0,0,17.201,0,4,0,0,4.054,0,2,0,0,1.484,0,2,0,0,1.525,0,4,0,0,1.622,0,1,0,0,1.481,0,1,0,0,1.546,0,4,0,0,1.584,0,2,0,0,1.289,0,2,0,0,1.331,0,3,0,0,1.265,0,30,1,-.541344680314754,7,4,4,4,5,4,3.5,3.5,3.5,2,4,3,1,1,113
1/19/2023 15:14:30,1/19/2023 15:16:28,0,50.115.253.216,100,117,1,1/19/2023 15:16:28,R_4JymhLdZrKuqqat, , , , ,36.0557,-90.52,anonymous,EN,1,AJNLCIUQF6IKI,4,5,0,0,1.516,0,7,6,5,7,5,6,7,5,6,6,.92,18.055,18.78,13,4,1.224,1.224,1.856,1,2,1.046,1.046,1.628,1,3,.593,.593,1.302,1,1,.4,.4,1.173,1,3,.785,.785,1.467,1,1,.214,.214,1.12,1,1,.639,.639,1.283,1,3,.694,.694,1.414,1,4,.517,.517,1.192,1,3,.645,.645,1.415,1,41,1,-.533043768983237,2,2,3,1,4.5,4.5,4,3.5,3.5,3,1,2,4,1,468
1/19/2023 12:28:17,1/19/2023 12:30:16,0,50.223.132.232,100,118,1,1/19/2023 12:30:17,R_1MWpm6OmsgV0Dwh, , , , ,40.6764,-73.8753,anonymous,EN,.899999976158142,A2RQKNPXZEQOJM,4,5,0,0,1.936,0,5,7,4,6,5,6,6,4,7,6,1.772,24.244,26.145,11,1,2.103,2.103,3.514,1,4,23.774,23.774,24.953,1,3,.821,.821,1.87,1,2,1.26,1.26,2.304,1,2,.946,.946,1.926,1,4,.789,.789,1.832,1,3,.774,.774,1.712,1,3,.785,.785,1.872,1,1,.6,.6,1.759,1,1,.862,.862,2.429,1,30,1,-.530968541150358,2,1,4,2,3.5,3.5,4,4.5,4.5,3,2,2,3,1,354
1/19/2023 12:16:30,1/19/2023 12:18:29,0,23.135.40.162,100,118,1,1/19/2023 12:18:29,R_qQlIFHfrLiizZv3, , , , ,28.5531,-81.7597,anonymous,EN,1,A344E1RB6JOP0Z,4,5,0,0,1.381,0,6,5,7,3,7,6,6,3,5,3,1.162,21.865,23.425,12,1,1.172,1.172,2.163,1,2,.867,.867,2.076,1,1,2.263,3.132,3.379,2,4,.534,1.247,1.585,2,2,.644,1.731,2.156,2,3,1.373,1.373,2.403,1,2,6.696,6.696,7.51,1,1,1.636,1.636,3.601,1,1,2.293,2.293,3.004,1,2,5.004,5.004,6.151,1,35,1,-.530968541150358,2,3,5,5,4,4.5,6,5,5,4,4,1,1,1,118
1/19/2023 12:35:35,1/19/2023 12:37:34,0,121.91.230.185,100,119,1,1/19/2023 12:37:34,R_3rH9mdmBYIupL7B, , , , ,39.0064,-77.4199,anonymous,EN,.899999976158142,A32D7VIEDMKU1J,4,5,0,0,1.565,0,7,6,7,5,7,6,6,7,6,7,1.159,19.775,21.62,10,1,1.24,1.24,2.126,1,1,.365,.365,1.644,1,4,.191,.191,1.241,1,1,.573,.573,1.929,1,3,.689,.689,1.623,1,1,.735,.735,1.701,1,4,.598,.598,1.422,1,2,.803,.803,1.614,1,1,1.057,1.057,2.056,1,4,.866,.866,1.777,1,23,1,-.528893313317478,2,2,1,3,4.5,4,4,4.5,4.5,5,1,3,1,1,119
1/19/2023 12:38:09,1/19/2023 12:40:10,0,128.254.164.183,100,121,1,1/19/2023 12:40:11,R_tLDIYrfohowd6iR, , , , ,40.7434,-73.0761,anonymous,EN,.800000011920929,A27FEXAZP11LO,4,5,2.373,2.373,3.316,1,7,6,6,5,1,1,5,3,4,5,4.057,22.353,48.389,2,1,2.504,2.504,4.19,1,1,2.251,2.251,2.658,1,1,1.393,1.393,1.766,1,2,1.15,1.15,1.513,1,1,1.357,1.357,1.745,1,1,1.683,1.683,2.073,1,4,1.67,1.67,2.002,1,3,2.015,2.015,2.403,1,3,1.951,1.951,2.316,1,4,1.775,1.775,2.09,1,35,2,-.52474285765172,7,2,5,3,7,3.5,5.5,3.5,3.5,5,1,2,2,1,242
1/19/2023 12:57:42,1/19/2023 12:59:43,0,208.194.203.243,100,121,1,1/19/2023 12:59:44,R_bK5uPSSCYhGosdH, , , , ,37.751,-97.822,anonymous,EN,.800000011920929,A1ITBOMDVPZGFH,4,5,0,0,.908,0,6,5,5,6,5,5,5,5,6,6,0,0,10.117,0,1,0,0,7.213,0,4,0,0,1.552,0,4,0,0,1.198,0,2,0,0,1.408,0,2,0,0,1.174,0,1,0,0,1.146,0,1,0,0,1.128,0,2,0,0,1.194,0,2,0,0,1.595,0,4,0,0,1.121,0,30,1,-.52474285765172,3,3,3,2,4.5,4,4,4,4,3,4,3,0,1,0
1/19/2023 13:09:12,1/19/2023 13:11:18,0,63.160.189.76,100,126,1,1/19/2023 13:11:18,R_1JUUsOLoCiWViCn, , , , ,34.0014,-84.0144,anonymous,EN,.899999976158142,A3V6FJ6TQCYA4E,4,5,0,0,1.793,0,7,5,6,4,7,6,4,1,6,1,1.52,31.92,32.778,14,1,7.285,7.886,9.433,2,1,2.516,2.516,3.21,1,4,2.422,3.756,4.221,2,1,1.435,1.435,2.371,1,4,3.028,3.028,4.284,1,1,4.309,4.309,5.356,1,3,2.342,2.342,3.277,1,1,2.375,2.375,3.669,1,2,2.485,3.279,4.423,2,3,2.478,3.446,4.526,2,25,1,-.514366718487323,2,3,7,4,4.5,3.5,6.5,5,5,5,1,2,2,1,252
1/19/2023 12:50:19,1/19/2023 12:52:27,0,100.7.113.63,100,127,1,1/19/2023 12:52:27,R_3L52fFJ8fT8TuRo, , , , ,37.5109,-77.6429,anonymous,EN,1,A3N7R7P9HP2YB6,4,5,0,0,1.657,0,2,5,5,3,6,7,6,5,7,2,2.295,16.412,19.023,11,2,6.978,6.978,8.023,1,3,5.23,5.23,6.458,1,1,5.85,5.85,7.141,1,2,6.133,6.133,7.149,1,4,10.992,10.992,12.081,1,4,3.399,3.399,5.351,1,2,4.723,4.723,5.638,1,3,7.174,7.174,8.28,1,4,1.833,1.833,2.903,1,3,4.628,4.628,6.666,1,56,1,-.512291490654444,1,3,3,5,1.5,4.5,4,6,6,1,3,3,3,1,381
1/19/2023 12:13:14,1/19/2023 12:15:23,0,73.123.183.63,100,128,1,1/19/2023 12:15:23,R_08nFe2CyYllHm3n, , , , ,42.4609,-71.0074,anonymous,EN,1,A5P12YJP805RG,4,5,0,0,4.845,0,1,1,7,1,2,7,1,1,7,7,2.422,13.765,14.475,10,2,5.729,5.729,7.196,1,1,4.656,4.656,5.394,1,2,4.255,4.255,5.274,1,4,5.474,5.474,6.261,1,1,7.548,7.548,8.152,1,4,4.267,4.267,5.11,1,3,4.6,4.6,6.283,1,3,3.651,3.651,6.549,1,2,3.226,3.226,3.918,1,1,1.785,1.785,2.332,1,27,1,-.510216262821564,1,7,7,7,1,4,7,7,7,3,3,2,2,1,256
1/19/2023 12:53:48,1/19/2023 12:55:58,0,121.91.230.189,100,129,1,1/19/2023 12:55:58,R_24bAl2SI1Jv9lT7, , , , ,39.0064,-77.4199,anonymous,EN,1,A3V7XNF792I2VE,4,5,0,0,1.57,0,6,7,6,6,7,6,7,5,6,6,1.338,13.99,15.753,10,1,1.215,1.215,1.901,1,3,.766,.766,1.753,1,1,1.171,2.113,3.796,2,4,.69,1.449,2.257,2,4,.662,.662,1.347,1,3,.28,1.058,1.763,2,1,.312,.312,.925,1,3,.299,.299,.923,1,4,.243,.243,.833,1,3,.304,.92,1.524,2,23,1,-.508141034988685,2,1,3,2,4,4,4.5,4,4,3,0,3,4,1,516
1/19/2023 12:06:37,1/19/2023 12:08:47,0,64.67.86.137,100,129,1,1/19/2023 12:08:48,R_3EFrrZwWjQ0gdlB, , , , ,40.1846,-76.3015,anonymous,EN,1,AJ7JFYKBG85ZV,4,5,0,0,1.815,0,5,1,7,3,5,3,6,1,6,4,3.234,18.162,18.863,12,4,8.631,8.631,9.548,1,1,2.175,2.175,3.329,1,2,3.007,3.007,4.084,1,2,7.189,7.189,8.044,1,4,4.237,4.237,5.18,1,4,2.258,5.072,5.869,2,3,5.236,5.236,6.089,1,4,3.258,4.306,4.893,2,2,3.388,6.48,7.934,3,1,2.158,2.158,4.143,1,31,2,-.508141034988685,5,7,7,5,5,6.5,7,5.5,5.5,2,3,4,1,1,129
1/19/2023 12:43:39,1/19/2023 12:45:50,0,208.195.163.91,100,130,1,1/19/2023 12:45:51,R_2YgjujOb74jlyuI, , , , ,38.7913,-77.2806,anonymous,EN,1,A1EWXIX71GAQGO,4,5,0,0,1.846,0,6,7,6,6,6,5,6,5,5,6,1.88,60.848,62.482,10,2,12.869,12.869,14.205,1,4,1.164,1.164,2.102,1,4,.412,.412,1.002,1,1,.393,2.042,3.003,2,2,.356,1.403,2.393,2,2,.421,2.151,2.981,3,2,.37,.37,1.069,1,4,.33,.33,.951,1,1,.356,.356,1.142,1,3,.352,.352,1.051,1,25,1,-.506065807155806,3,1,3,2,4.5,3.5,4.5,3.5,3.5,2,4,3,1,1,130
1/19/2023 13:13:10,1/19/2023 13:15:22,0,128.254.164.210,100,132,1,1/19/2023 13:15:22,R_ujL5rcAHNbYgrLj, , , , ,40.7434,-73.0761,anonymous,EN,.699999988079071,A33YRDDRUQS9KR,4,5,0,0,2.571,0,5,4,4,5,5,5,5,4,5,4,2.398,27.341,29.249,11,2,1.764,1.764,2.556,1,2,1.024,1.024,1.824,1,4,.959,.959,1.839,1,3,1.139,1.139,1.917,1,4,1.103,1.103,1.926,1,1,.88,1.736,2.603,2,3,1.444,1.444,2.452,1,1,1.12,1.12,2.459,1,4,1.149,1.149,2.317,1,4,1.23,1.23,2.403,1,30,2,-.501915351490047,3,4,4,3,4,4.5,4,4,4,2,2,4,2,1,264
1/19/2023 12:53:31,1/19/2023 12:55:47,0,128.254.164.194,100,135,1,1/19/2023 12:55:48,R_3HNPKudvV8Xs7Jh, , , , ,40.7434,-73.0761,anonymous,EN,.899999976158142,A3U36NYBU6S8LR,4,5,0,0,1.17,0,3,3,3,4,3,5,4,3,5,4,2.863,2.863,15.859,1,4,0,0,2.309,0,4,0,0,1.64,0,3,0,0,1.569,0,4,0,0,1.365,0,3,0,0,1.343,0,4,0,0,1.122,0,2,0,0,1.08,0,2,0,0,1.4,0,4,0,0,1.396,0,1,0,0,1.257,0,30,1,-.495689667991409,3,5,5,4,3,4.5,4,4.5,4.5,1,2,5,2,1,270
1/19/2023 12:59:40,1/19/2023 13:01:55,0,192.126.231.215,100,135,1,1/19/2023 13:01:56,R_1PbD13A3VKLFvMF, , , , ,47.6784,-122.1857,anonymous,EN,.800000011920929,A26FJY191DYCM6,4,5,2.6,2.6,4.856,1,3,4,4,4,5,4,7,6,7,7,7.089,29.841,33.778,13,2,1.6,4.641,4.953,2,4,1.662,1.662,3.734,1,4,1.224,1.224,3.1,1,3,1.342,1.342,3.034,1,2,1.679,1.679,3.202,1,4,1.241,1.241,2.493,1,1,1.227,2.89,4.448,2,1,.983,.983,2.457,1,3,1.501,3.108,4.963,3,3,.982,.982,2.979,1,31,1,-.495689667991409,4,4,2,4,3.5,5.5,3,5.5,5.5,2,2,3,3,1,405
1/19/2023 12:09:59,1/19/2023 12:12:16,0,208.196.119.203,100,136,1,1/19/2023 12:12:16,R_3kmSjaY9hRo26Ex, , , , ,26.2462,-80.2652,anonymous,EN,.899999976158142,AMNTJ0JMBNBIW,4,5,0,0,2.933,0,6,6,6,6,7,5,3,4,6,6,2.607,15.307,16.006,11,1,3.277,3.277,4.177,1,4,1.391,1.391,2.905,1,2,1.411,1.411,2.632,1,2,1.557,1.557,2.202,1,3,1.285,1.285,2.562,1,4,.934,.934,1.78,1,4,.854,.854,1.733,1,1,.778,.778,1.335,1,4,.811,.811,1.471,1,3,.785,.785,1.425,1,45,1,-.49361444015853,3,2,4,2,4.5,2.5,5,4,4,2,2,4,2,1,272
1/19/2023 13:08:08,1/19/2023 13:10:24,0,74.51.167.140,100,136,1,1/19/2023 13:10:25,R_ukNttLTTQMmRH2x, , , , ,40.0418,-79.4151,anonymous,EN,.899999976158142,A2LLGKNYKWY6BZ,4,5,0,0,1.303,0,6,7,4,7,5,7,5,6,7,5,1.672,19.437,20.745,11,3,.827,1.216,1.403,2,3,.641,1.103,1.382,2,2,1.847,2.728,3.088,2,1,.224,1.193,1.685,2,2,.754,.754,1.387,1,4,.736,.736,1.673,1,3,1.215,1.215,2.2,1,1,.691,.691,1.242,1,1,.711,.711,1.284,1,3,.625,3.593,6.576,2,39,2,-.49361444015853,1,1,2,1,3.5,3,3,4,4,3,2,1,4,1,544
1/19/2023 12:12:57,1/19/2023 12:15:15,0,216.245.106.73,100,138,1,1/19/2023 12:15:16,R_3Mn8gL7v1VPxTmT, , , , ,34.511,-89.9187,anonymous,EN,1,A11S8IAAVDXCUS,4,5,0,0,3.279,0,1,5,5,7,6,6,6,3,1,5,1.729,13.927,15.071,10,4,7.889,7.889,11.01,1,4,6.655,7.203,7.575,2,2,8.249,8.249,8.933,1,2,5.536,5.536,6.663,1,4,6.293,7.261,7.633,2,4,4.891,4.891,7.69,1,3,6.215,6.671,6.923,2,4,5.458,5.7,6.624,2,4,6.923,7.153,8.083,2,3,5.02,5.02,5.761,1,32,2,-.489463984492771,2,3,5,1,1.5,4.5,5,1,1,0,2,6,2,1,276
1/19/2023 12:56:58,1/19/2023 12:59:16,0,76.86.236.35,100,138,1,1/19/2023 12:59:17,R_0PpbmcuzkzcNXOx, , , , ,34.1211,-117.4362,anonymous,EN,.899999976158142,A2541C8MY0BYV3,4,5,0,0,1.946,0,7,1,6,1,6,1,6,1,7,1,1.058,12.92,14.059,15,2,5.979,5.979,6.771,1,2,2.823,2.823,5.241,1,2,3.537,5.386,6.704,2,2,4.466,7.849,8.563,5,2,1.938,1.938,2.75,1,2,1.872,1.872,3.954,1,2,2.729,4.982,6.457,4,3,2.279,2.279,4.625,1,2,3.449,3.449,5.378,1,2,2.65,2.65,4.465,1,35,1,-.489463984492771,7,7,7,7,7,6.5,6.5,7,7,0,9,0,1,1,138
1/19/2023 12:42:03,1/19/2023 12:44:23,0,121.91.230.195,100,139,1,1/19/2023 12:44:23,R_vcvspGgf9f2SXGp, , , , ,39.0064,-77.4199,anonymous,EN,.899999976158142,A1NNPXN5XNH8NU,4,5,0,0,1.55,0,6,7,5,6,6,7,6,5,7,6,1.851,15.991,17.767,10,2,1.524,1.524,2.473,1,2,.605,.605,1.407,1,1,1.24,2.073,3.294,2,2,24.809,25.636,27.339,2,4,.97,.97,1.685,1,4,1.235,1.235,2.966,1,2,1.319,2.861,3.635,2,3,.804,.804,1.527,1,4,.951,1.647,2.082,2,2,.628,.628,1.531,1,23,1,-.487388756659892,1,1,3,2,3.5,3.5,4,4.5,4.5,1,5,3,1,1,139
1/19/2023 12:18:56,1/19/2023 12:21:17,0,207.202.211.191,100,141,1,1/19/2023 12:21:18,R_1dgYjHUTTdOp5QM, , , , ,36.8848,-76.1472,anonymous,EN,.699999988079071,A1EGQFVJZ8EDGF,4,5,0,0,5.862,0,6,6,6,6,7,6,6,5,6,6,2.422,18.91,20.838,10,4,.948,.948,1.648,1,4,.663,.663,1.419,1,1,.644,.644,1.426,1,1,.395,.395,1.54,1,2,2.349,2.349,3.085,1,3,.682,.682,2.25,1,2,13.242,13.242,14.249,1,3,9.456,9.456,10.364,1,2,.683,.683,1.498,1,4,16.401,16.401,17.847,1,30,1,-.483238300994133,2,2,3,2,4,4,4.5,4,4,2,3,3,2,1,282
1/19/2023 12:14:51,1/19/2023 12:17:13,0,117.97.128.44,100,142,1,1/19/2023 12:17:14,R_2qede12hpOUVXN4, , , , ,12.8996,80.2209,anonymous,EN,1,A149YZJBFRDWBJ,4,5,0,0,1.309,0,6,7,6,6,5,5,7,6,5,7,.978,10.53,11.319,10,1,7.198,7.198,7.819,1,1,.849,.849,1.943,1,3,.482,.482,1.113,1,4,.475,.475,1.26,1,4,.454,.454,1.388,1,3,.42,1.068,1.388,2,1,.477,.477,1.438,1,1,.478,.478,1.822,1,3,1.045,1.045,1.859,1,4,.582,.582,1.212,1,25,2,-.481163073161254,3,1,2,2,4.5,4,4,3.5,3.5,4,0,3,3,1,426
1/19/2023 13:00:08,1/19/2023 13:02:31,0,175.110.73.137,100,143,1,1/19/2023 13:02:32,R_2QQUIJkwrp2jR9K, , , , ,38.9091,-77.0203,anonymous,EN,1,A29T0RH6CBG2P5,4,5,0,0,2.189,0,7,6,7,5,5,7,7,7,6,7,1.277,28.877,30.186,21,1,1.15,1.15,2.284,1,1,.771,.771,2.233,1,4,.571,.571,1.991,1,1,.58,.58,1.979,1,2,.843,.843,2.159,1,3,1.168,1.168,2.497,1,3,.781,.781,2.132,1,1,9.824,9.824,11.559,1,2,.621,.621,1.815,1,2,.864,.864,2.588,1,36,1,-.479087845328374,1,2,1,3,4,4.5,4,4.5,4.5,4,3,1,2,1,286
1/19/2023 13:15:34,1/19/2023 13:17:58,0,207.228.1.242,100,143,1,1/19/2023 13:17:59,R_3J2vu0yH1WUOZaB, , , , ,41.9704,-87.7036,anonymous,EN,1,A1RD8CM11VK3QR,4,5,0,0,2.544,0,7,4,5,6,7,6,5,3,7,2,3.499,31.8,33.726,12,1,10.747,10.747,11.738,1,1,5.456,5.456,6.494,1,1,4.87,4.87,6.844,1,1,2.573,2.573,3.643,1,4,2.215,2.215,3.536,1,4,2.969,2.969,3.929,1,2,2.324,2.324,3.346,1,4,3.908,3.908,4.778,1,4,4.722,4.722,5.472,1,4,1.594,1.594,2.473,1,25,1,-.479087845328374,2,4,5,2,4.5,4.5,5,4.5,4.5,4,1,5,0,1,0
1/19/2023 12:10:18,1/19/2023 12:12:45,0,208.207.190.111,100,146,1,1/19/2023 12:12:45,R_2TBR5jY0UzV8IZA, , , , ,40.6764,-73.8753,anonymous,EN,1,A2C540RSHGKHTN,4,5,0,0,1.547,0,7,1,7,1,7,4,7,1,7,1,4.621,25.701,28.161,13,1,1.558,12.544,13.747,3,4,9.342,9.342,10.461,1,2,3.792,3.792,4.742,1,1,2.613,4.633,5.421,3,4,2.918,2.918,3.882,1,1,2.469,2.469,3.673,1,3,2.015,2.015,3.089,1,4,3.875,3.875,4.79,1,3,1.201,2.227,3.352,2,1,1.901,1.901,3.575,1,35,1,-.472862161829736,4,7,7,7,5.5,7,7,7,7,4,1,3,2,1,292
1/19/2023 13:15:59,1/19/2023 13:18:27,0,63.160.189.245,100,147,1,1/19/2023 13:18:28,R_02qOcNPEcSPC3Kh, , , , ,34.0014,-84.0144,anonymous,EN,.899999976158142,A2SM2CGJ7W1R60,4,5,0,0,2.041,0,5,4,5,4,4,6,5,6,5,5,3.513,24.872,25.995,10,1,13.786,13.786,14.761,1,2,2.085,2.085,3.197,1,4,1.531,1.531,2.445,1,1,1.005,1.005,1.811,1,1,1.154,1.154,1.897,1,2,1.588,1.588,2.34,1,3,.981,.981,1.78,1,1,1.057,1.057,2.232,1,2,.88,.88,1.726,1,4,.752,.752,1.599,1,25,1,-.470786933996857,2,4,2,4,3.5,4.5,3.5,4.5,4.5,4,3,2,1,1,147
1/19/2023 13:37:41,1/19/2023 13:40:09,0,108.216.4.79,100,147,1,1/19/2023 13:40:09,R_1Owq59qB6TFZYVB, , , , ,29.9475,-81.5264,anonymous,EN,1,A3J2UG22S8BIW4,4,5,0,0,3.094,0,2,3,6,2,5,5,5,2,7,3,0,0,15.806,0,4,12.61,12.61,13.293,1,1,6.125,8.878,9.397,3,2,4.866,5.251,6.099,2,4,5.707,5.707,6.723,1,4,7.831,8.576,9.008,2,1,5.896,5.896,7.695,1,2,0,0,7.966,0,3,0,0,4.787,0,1,0,0,2.957,0,1,5.293,5.921,7.513,2,37,1,-.470786933996857,3,5,6,6,2.5,5,6,6.5,6.5,4,2,3,1,1,147
1/19/2023 12:31:54,1/19/2023 12:34:22,0,149.46.193.105,100,148,1,1/19/2023 12:34:23,R_2wS3caUCowFSfm9, , , , ,40.5237,-74.4151,anonymous,EN,1,A2MXK9L800TS11,4,5,0,0,2.464,0,7,6,7,6,7,6,6,5,6,6,2.838,32.343,35.883,10,1,6.869,6.869,9.997,1,2,1.753,1.753,3.468,1,4,1.333,3.653,6.005,2,1,1.356,1.356,3.352,1,1,1.236,1.236,4.888,1,3,2.281,2.281,4.117,1,1,1.846,1.846,4.379,1,4,2.882,2.882,5.196,1,4,1.224,3.214,4.833,2,1,1.014,1.014,2.473,1,39,2,-.468711706163978,2,2,3,2,4.5,4,5,4,4,5,1,3,1,1,148
1/19/2023 13:14:17,1/19/2023 13:16:45,0,207.228.49.249,100,148,1,1/19/2023 13:16:45,R_1Kj6qBGJbyCA2iM, , , , ,33.4076,-86.9473,anonymous,EN,.899999976158142,ARPLYNAONLY7Y,4,5,0,0,2.173,0,3,4,3,6,4,4,3,6,7,5,2.794,21.058,22.405,10,1,1.695,1.695,24.397,1,1,1.059,1.059,1.993,1,2,.99,.99,1.975,1,3,.886,.886,2.35,1,2,2.033,2.033,3.161,1,1,1.107,1.107,2.337,1,1,1.206,1.206,2.526,1,1,1.441,1.441,2.662,1,4,1.002,1.002,2.474,1,3,1.675,1.675,3.276,1,25,1,-.468711706163978,4,4,2,2,3.5,3.5,2.5,4.5,4.5,5,2,1,2,1,296
